,,,DBN,School Name,School Type,Enrollment,Impact Score,Performance Score,Instruction and Performance - Rating,Safety and School Climate - Rating,Relationships with Families - Rating,Instruction/Learning Environment - School Percent Positive,Advising and Planning - School Percent Positive,Safety - School Percent Positive,School Leadership - School Percent Positive,Student Support - School Percent Positive,Teaching Environment - School Percent Positive,Communication - School Percent Positive,Family Involvement - School Percent Positive,Family-School Trust - School Percent Positive,Average Incoming ELA Proficiency (Based on 5th Grade),Average Incoming Math Proficiency (Based on 5th Grade),Percent Female,Percent Male,Percent Neither Female nor Male,Percent English Language Learners,Percent Students with IEPs,Percentage of students recommended for general ed settings with Special Ed Teacher Support Services (SETSS),Percentage of students recommended for Integrated Co-Teaching (ICT) services,Percentage of students recommended for Special Class (SC) services,Economic Need Index,Percent in Temp Housing,Percent HRA Eligible,Student Percent - Asian,Student Percent - Black,Student Percent - Hispanic,Student Percent - Native American,Student Percent - Native Hawaiian or Pacific Islander,Student Percent - White,Teacher Percent - Asian,Teacher Percent - Black,Teacher Percent - Hispanic,Teacher Percent - Native American,Teacher Percent - Native Hawaiian or Pacific Islander,Teacher Percent - White,Nearby Student Distance (mi),Nearby Student Percent - Asian,Nearby Student Percent - Black,Nearby Student Percent - Hispanic,Nearby Student Percent - Native American,Nearby Student Percent - Native Hawaiian or Pacific Islander,Nearby Student Percent - White,District Percent - Asian,District Percent - Black,District Percent - Hispanic,District Percent - Native American,District Percent - Native Hawaiian or Pacific Islander,District Percent - White,Years of principal experience at this school,Percent of teachers with 3 or more years of experience,Average Student Attendance,Percentage of Students with >90% Attendance,Teacher Attendance Rate,Percentage of students with IEPs receiving all recommended special education programs,Percentage of students with IEPs receiving some recommended special education programs,Percentage of students with IEPs receiving no recommended special education programs,Percentage of students with IEPs receiving all recommended related services,Percentage of students with IEPs receiving some recommended related services,Percentage of students with IEPs receiving no recommended related services
,,,02M130,P.S. 130 Hernando De Soto,Elementary,563,0.57,0.69,Good,Excellent,Excellent,0.86,0.9,0.89,0.93,0.93,0.97,0.98,0.93,0.97,,,0.442,0.558,0,0.256,0.192,0.041,0.091,0.03,0.608,0.105,0.552,0.769,0.016,0.128,0.002,0.002,0.034,0.688,N<5,N<5,0,0,0.229,0.2,0.766,0.002,0.13,0.007,0,0.042,0.237,0.065,0.23,0.006,0.002,0.383,10.1,0.854,0.945,0.861,0.959,0.84,N/A,N/A,0.97,N/A,N/A
,,,02M131,M.S. 131,Middle,291,0.45,0.46,Fair,Excellent,Good,0.77,0.87,0.65,0.91,0.67,0.91,0.94,0.88,0.95,2.69,2.77,0.457,0.543,0,0.33,0.34,0,0.189,0.127,0.884,0.271,0.849,0.474,0.079,0.378,0.003,0.003,0.048,0.389,N<5,N<5,0,0,0.5,0.4,0.712,0.053,0.156,0,0.001,0.051,0.214,0.094,0.255,0.005,0.003,0.361,6.1,0.75,0.911,0.676,0.969,1,0,0,0.94,N/A,N/A
,,,02M150,P.S. 150,Elementary,215,0.75,0.89,Excellent,Excellent,Excellent,0.94,,0.93,0.96,0.99,0.99,0.98,0.97,0.98,,,0.544,0.456,0,0.051,0.158,0.074,0,0,0.208,0.056,0.135,0.27,0.051,0.181,0.005,0.009,0.377,N<5,0,N<5,0,0,0.769,0.5,0.198,0.027,0.254,0.001,0.001,0.399,0.237,0.065,0.23,0.006,0.002,0.383,3,0.462,0.937,0.823,0.984,1,0,0,1,0,0
,,,02M151,Yorkville Community School,Elementary,299,0.61,0.67,Good,Good,Excellent,0.87,1,0.92,0.9,0.87,0.9,0.97,0.97,0.95,,,0.472,0.528,0,0.047,0.288,0.007,0.214,0.037,0.396,0.03,0.324,0.067,0.134,0.251,0,0,0.465,N<5,0,N<5,0,0,0.912,0.2,0.159,0.037,0.13,0.004,0,0.581,0.237,0.065,0.23,0.006,0.002,0.383,15.2,0.735,0.917,0.717,0.971,1,0,0,0.97,0,0.03
,,,02M158,P.S. 158 Bayard Taylor,Elementary,562,0.66,0.81,Excellent,Excellent,Excellent,0.9,0.75,0.87,0.91,0.97,0.97,0.97,0.94,0.95,,,0.493,0.507,0,0.044,0.192,0.014,0.121,0.004,0.154,0.018,0.109,0.133,0.02,0.112,0.002,0.002,0.66,N<5,0,N<5,0,0,0.872,0.2,0.143,0.022,0.128,0.002,0,0.609,0.237,0.065,0.23,0.006,0.002,0.383,9.5,0.766,0.943,0.869,0.96,0.95,N/A,N/A,1,N/A,N/A
,,,02M167,J.H.S. 167 Robert F. Wagner,Middle,1009,0.56,0.87,Excellent,Good,Fair,0.76,0.88,0.62,0.82,0.66,0.84,0.87,0.83,0.89,3.53,3.58,0.518,0.482,0,0.084,0.165,0.022,0.116,0.012,0.304,0.072,0.241,0.167,0.06,0.189,0.002,0.002,0.519,N<5,0.065,0.104,N<5,N<5,0.779,0.7,0.137,0.022,0.124,0.007,0.003,0.649,0.214,0.094,0.255,0.005,0.003,0.361,20,0.818,0.92,0.758,0.965,0.99,N/A,N/A,0.98,0,0.02
,,,02M177,Yorkville East Middle School,Middle,231,0.69,0.91,Excellent,Excellent,Excellent,0.84,0.87,0.73,0.95,0.74,0.99,0.98,0.91,0.97,3.3,3.29,0.502,0.498,0,0.013,0.247,0.022,0.203,0.004,0.327,0.048,0.268,0.1,0.069,0.247,0.013,0,0.511,N<5,N<5,N<5,N<5,0,0.714,0.8,0.151,0.055,0.168,0.006,0.005,0.55,0.214,0.094,0.255,0.005,0.003,0.361,10.2,0.762,0.94,0.826,0.978,0.98,N/A,N/A,1,0,0
,,,02M183,P.S. 183 Robert L. Stevenson,Elementary,500,0.76,0.87,Excellent,Excellent,Excellent,0.85,,0.93,0.91,0.96,0.87,0.98,0.98,0.98,,,0.482,0.518,0,0.092,0.186,0.012,0.14,0.004,0.115,0.03,0.076,0.2,0.02,0.114,0.002,0.002,0.604,N<5,N<5,N<5,0,0,0.923,0.2,0.21,0.034,0.11,0,0.007,0.56,0.237,0.065,0.23,0.006,0.002,0.383,7.2,0.692,0.948,0.88,0.966,0.96,N/A,N/A,1,0,0
,,,02M198,P.S. 198 Isador E. Ida Straus,Elementary,458,0.66,0.75,Excellent,Good,Excellent,0.83,,0.9,0.92,0.91,0.93,0.97,0.96,0.97,,,0.502,0.498,0,0.092,0.214,0.002,0.146,0.009,0.426,0.068,0.332,0.14,0.066,0.308,0.013,0,0.417,N<5,0,0.146,N<5,0,0.707,0.2,0.153,0.072,0.429,0.004,0,0.296,0.237,0.065,0.23,0.006,0.002,0.383,8,0.732,0.918,0.691,0.976,0.96,N/A,N/A,0.98,N/A,N/A
,,,02M212,P.S. 212 Midtown West,Elementary,285,0.5,0.6,Good,Fair,Excellent,0.84,,0.83,0.91,0.84,0.88,0.97,0.94,0.96,,,0.474,0.526,0,0.235,0.186,0.053,0.091,0.007,0.524,0.228,0.467,0.112,0.067,0.467,0,0,0.26,N<5,N<5,N<5,0,0,0.76,0.5,0.096,0.119,0.583,0.006,0.002,0.154,0.237,0.065,0.23,0.006,0.002,0.383,8.5,0.72,0.861,0.522,0.965,0.98,N/A,N/A,1,0,0
,,,02M217,P.S./I.S. 217 Roosevelt Island,K-8,622,0.49,0.73,Good,Excellent,Good,0.79,0.92,0.67,0.82,0.75,0.88,0.95,0.93,0.94,,,0.535,0.465,0,0.148,0.162,0.003,0.114,0.023,0.306,0.037,0.232,0.32,0.117,0.17,0.002,0.027,0.304,N<5,N<5,0.111,0,0,0.778,0.9,0.191,0.118,0.324,0.007,0.004,0.3,0.238,0.083,0.24,0.005,0.003,0.357,18,0.533,0.931,0.786,0.961,0.86,N/A,N/A,0.95,N/A,N/A
,,,02M225,Ella Baker School,K-8,294,0.44,0.57,Fair,Good,Good,0.8,0.84,0.74,0.71,0.74,0.69,0.96,0.95,0.9,,,0.524,0.473,0.003,0.105,0.269,0.017,0.197,0.007,0.495,0.078,0.388,0.075,0.143,0.381,0.01,0,0.313,N<5,0.156,0.156,0,0,0.5,3.2,0.121,0.153,0.393,0.008,0.003,0.273,0.238,0.083,0.24,0.005,0.003,0.357,7.1,0.719,0.913,0.682,0.96,0.88,0.12,0,0.95,0,0.05
,,,02M234,P.S. 234 Independence School,Elementary,487,0.66,0.78,Excellent,Good,Good,0.87,,0.87,0.78,0.85,0.85,0.95,0.93,0.89,,,0.47,0.53,0,0.029,0.209,0.029,0.156,0.006,0.086,0.012,0.062,0.078,0.014,0.123,0.002,0.002,0.667,N<5,N<5,N<5,0,0,0.786,0.3,0.141,0.008,0.111,0.005,0.013,0.607,0.237,0.065,0.23,0.006,0.002,0.383,6.1,0.714,0.938,0.843,0.963,0.97,N/A,N/A,0.97,0,0.03
,,,02M255,M.S. 255 Salk School of Science,Middle,369,0.56,0.97,Excellent,Excellent,Excellent,0.83,0.86,0.75,0.95,0.72,0.93,0.95,0.9,0.96,3.67,3.7,0.482,0.518,0,0.011,0.211,0.005,0.173,0.003,0.228,0.016,0.171,0.304,0.024,0.111,0.005,0.008,0.461,N<5,0,N<5,0,0,0.821,1.5,0.186,0.12,0.367,0.005,0.002,0.261,0.214,0.094,0.255,0.005,0.003,0.361,22.2,0.786,0.955,0.92,0.961,0.98,N/A,N/A,0.99,N/A,N/A
,,,02M260,The Clinton School,Middle,322,0.48,0.84,Excellent,Good,Fair,0.74,0.8,0.76,0.74,0.67,0.66,0.85,0.81,0.85,3.61,3.57,0.543,0.457,0,0.012,0.236,0.003,0.23,0,0.219,0.025,0.186,0.149,0.037,0.121,0.003,0,0.562,0.119,0.085,0.119,N<5,0,0.627,1.5,0.207,0.115,0.345,0.005,0.002,0.266,0.214,0.094,0.255,0.005,0.003,0.361,13.1,0.848,0.94,0.847,0.964,0.93,0.07,0,0.99,N/A,N/A
,,,02M267,"East Side Elementary School, PS 267",Elementary,364,0.74,0.86,Excellent,Excellent,Excellent,0.93,0.4,0.9,0.92,0.96,0.97,0.97,0.96,0.96,,,0.503,0.497,0,0.082,0.17,0.005,0.135,0,0.151,0.044,0.126,0.179,0.033,0.146,0,0,0.58,N<5,0,N<5,0,0,0.8,0.2,0.253,0.039,0.14,0,0,0.477,0.237,0.065,0.23,0.006,0.002,0.383,14.2,0.84,0.941,0.847,0.958,0.96,N/A,N/A,0.98,N/A,N/A
,,,02M276,Battery Park City School,K-8,792,0.51,0.79,Excellent,Good,Good,0.73,0.74,0.65,0.86,0.65,0.84,0.93,0.92,0.9,,,0.496,0.503,0.001,0.124,0.194,0,0.16,0.006,0.221,0.093,0.188,0.211,0.039,0.246,0,0,0.409,0.121,N<5,N<5,0,0,0.776,0.2,0.219,0.016,0.298,0.002,0,0.37,0.238,0.083,0.24,0.005,0.003,0.357,1,0.914,0.92,0.743,0.962,0.95,N/A,N/A,0.92,N/A,N/A
,,,02M281,The River School,Elementary,440,0.67,0.77,Excellent,Fair,Excellent,0.79,0.26,0.79,0.57,0.76,0.75,0.97,0.97,0.97,,,0.52,0.48,0,0.182,0.157,0.011,0.098,0.007,0.293,0.07,0.259,0.325,0.07,0.202,0.007,0.005,0.334,N<5,0,N<5,0,0,0.8,0.3,0.374,0.052,0.115,0.004,0.004,0.396,0.237,0.065,0.23,0.006,0.002,0.383,10.1,0.571,0.924,0.748,0.959,0.96,N/A,N/A,0.98,N/A,N/A
,,,02M289,I.S. 289,Middle,258,0.54,0.79,Excellent,Good,Good,0.76,0.8,0.66,0.79,0.65,0.75,0.93,0.9,0.94,3.31,3.23,0.527,0.473,0,0.07,0.248,0.039,0.198,0.004,0.449,0.089,0.388,0.422,0.07,0.163,0.004,0.004,0.287,N<5,N<5,N<5,0,0,0.682,1.1,0.407,0.055,0.183,0.001,0.002,0.281,0.214,0.094,0.255,0.005,0.003,0.361,11,0.727,0.951,0.85,0.973,0.89,0.11,0,0.97,N/A,N/A
,,,02M290,P.S. 290 Manhattan New School,Elementary,354,0.73,0.85,Excellent,Excellent,Excellent,0.85,,0.92,0.84,0.94,0.91,0.96,0.96,0.95,,,0.477,0.523,0,0.054,0.192,0.003,0.15,0.003,0.119,0.008,0.102,0.119,0.02,0.124,0.008,0.003,0.607,N<5,N<5,N<5,0,0,0.857,0.2,0.171,0.026,0.108,0.004,0.007,0.565,0.237,0.065,0.23,0.006,0.002,0.383,10.1,0.743,0.949,0.886,0.974,0.94,N/A,N/A,0.99,N/A,N/A
,,,02M297,M.S. 297,Middle,323,0.34,0.5,Fair,Fair,Fair,0.74,0.82,0.55,0.85,0.62,0.91,0.88,0.84,0.84,2.99,2.86,0.523,0.474,0.003,0.232,0.245,0.034,0.18,0.012,0.594,0.276,0.523,0.08,0.111,0.474,0.003,0.003,0.272,N<5,N<5,0.161,0,0,0.677,1.3,0.282,0.067,0.205,0.002,0.002,0.365,0.214,0.094,0.255,0.005,0.003,0.361,1.2,0.936,0.849,0.484,0.973,0.85,N/A,N/A,0.84,0,0.16
,,,02M312,New York City Lab Middle School for Collaborative Studies,Middle,551,0.58,0.96,Excellent,Excellent,Good,0.79,0.82,0.8,0.89,0.69,0.88,0.93,0.86,0.94,3.61,3.75,0.463,0.537,0,0.036,0.212,0.002,0.192,0.002,0.391,0.033,0.321,0.452,0.034,0.149,0,0.002,0.289,0.12,N<5,0.1,N<5,N<5,0.76,1.8,0.184,0.099,0.372,0.003,0.002,0.283,0.214,0.094,0.255,0.005,0.003,0.361,16.1,0.8,0.964,0.935,0.968,1,0,0,0.96,0,0.04
,,,02M340,Sixth Avenue Elementary School,Elementary,255,0.59,0.73,Good,Good,Excellent,0.72,,0.78,0.77,0.78,0.82,0.93,0.97,0.97,,,0.478,0.522,0,0.11,0.235,0,0.18,0.004,0.268,0.098,0.216,0.098,0.043,0.192,0,0.004,0.502,N<5,0,N<5,0,0,0.821,0.3,0.142,0.034,0.123,0.008,0.004,0.552,0.237,0.065,0.23,0.006,0.002,0.383,10.2,0.679,0.924,0.755,0.979,0.98,N/A,N/A,1,0,0
,,,02M343,The Peck Slip School,Elementary,327,0.61,0.75,Good,Good,Good,0.86,,0.83,0.9,1,0.95,0.96,0.95,0.92,,,0.526,0.474,0,0.248,0.162,0.009,0.098,0.021,0.352,0.177,0.251,0.101,0.073,0.355,0,0.006,0.358,N<5,N<5,N<5,0,0,0.615,0.4,0.286,0.161,0.255,0.003,0.006,0.2,0.237,0.065,0.23,0.006,0.002,0.383,0,0.769,0.881,0.591,0.969,0.88,N/A,N/A,1,0,0
,,,02M347,The 47 American Sign Language & English Lower School,K-8,135,0.45,0.37,Fair,Fair,Fair,0.71,0.91,0.65,0.82,0.72,0.63,0.9,0.8,0.94,,,0.467,0.533,0,0.296,0.548,0,0.348,0.081,0.868,0.267,0.815,0.059,0.2,0.563,0.007,0,0.141,N<5,0.13,N<5,0,0,0.739,6.4,0.111,0.221,0.447,0.008,0.003,0.175,0.238,0.083,0.24,0.005,0.003,0.357,2,0.87,0.879,0.531,0.945,0.97,N/A,N/A,0.98,N/A,N/A
,,,02M397,Spruce Street School,K-8,430,0.61,0.81,Excellent,Excellent,Good,0.82,0.86,0.83,0.8,0.74,0.86,0.93,0.9,0.9,,,0.512,0.488,0,0.067,0.184,0.002,0.16,0,0.251,0.06,0.174,0.242,0.06,0.163,0,0,0.416,N<5,N<5,0.125,0,0,0.675,0.3,0.271,0.093,0.174,0.004,0.004,0.328,0.238,0.083,0.24,0.005,0.003,0.357,15.2,0.725,0.926,0.785,0.96,0.91,N/A,N/A,0.97,N/A,N/A
,,,02M407,Institute for Collaborative Education,Middle,193,,,,,,,,,,,,,,,3.46,3.31,0.549,0.451,0,0.005,0.249,0,0.202,0.016,0.391,0.038,0.279,0.067,0.119,0.181,0.005,0,0.513,N<5,N<5,0.242,0,0,0.485,4,0.133,0.175,0.393,0.008,0.003,0.243,0.214,0.094,0.255,0.005,0.003,0.361,12.6,0.818,0.94,0.867,0.952,0.92,0.08,0,0.89,0,0.11
,,,02M408,Professional Performing Arts High School,Middle,96,0.3,0.61,Good,Good,Needs Improvement,0.78,0.75,0.69,0.79,0.64,0.74,0.84,0.83,0.81,3.42,3.14,0.698,0.302,0,0.01,0.292,0.01,0.26,0,0.48,0.06,0.346,0.052,0.229,0.229,0,0,0.354,0.147,0.147,N<5,N<5,N<5,0.676,4.5,0.131,0.183,0.406,0.007,0.003,0.226,0.214,0.094,0.255,0.005,0.003,0.361,1,0.882,0.918,0.727,0.952,0.89,N/A,N/A,0.82,0,0.18
,,,02M413,School of the Future High School,Middle,295,0.41,0.64,Excellent,Good,,0.81,0.71,0.68,0.84,0.67,0.85,,,,3.21,3.12,0.475,0.525,0,0.034,0.305,0.017,0.244,0.014,0.513,0.073,0.414,0.088,0.163,0.251,0.01,0.003,0.431,N<5,0.135,0.135,N<5,N<5,0.712,2.3,0.214,0.117,0.354,0.004,0.002,0.255,0.214,0.094,0.255,0.005,0.003,0.361,17.1,0.789,0.93,0.763,0.97,0.95,N/A,N/A,0.98,N/A,N/A
,,,02M422,Quest to Learn,Middle,207,0.33,0.42,Fair,Fair,Fair,0.69,0.83,0.63,0.74,0.67,0.64,0.87,0.85,0.9,2.7,2.55,0.44,0.56,0,0.15,0.343,0.01,0.271,0.039,0.725,0.232,0.657,0.048,0.217,0.483,0,0.014,0.193,0.102,0.102,0.163,0,0,0.612,4.3,0.147,0.154,0.367,0.006,0.002,0.272,0.214,0.094,0.255,0.005,0.003,0.361,2.9,0.816,0.887,0.57,0.954,0.86,0.14,0,0.88,0,0.12
,,,02M442,"Ballet Tech, NYC Public School for Dance",K-8,115,0.49,0.84,Excellent,Excellent,Excellent,0.83,0.89,0.89,0.93,0.73,0.89,0.96,0.93,0.97,,,0.765,0.235,0,0.009,0.061,0.052,0.009,0,0.479,0.07,0.409,0.165,0.183,0.148,0.009,0,0.409,0,N<5,N<5,0,0,0.6,6.1,0.125,0.205,0.412,0.007,0.003,0.206,0.238,0.083,0.24,0.005,0.003,0.357,0.6,1,0.948,0.906,0.967,1,0,0,1,0,0
,,,02M527,P.S. 527 - East Side School for Social Action,Elementary,391,0.73,0.84,Excellent,Good,Excellent,0.84,,0.72,0.88,0.78,0.89,0.97,0.96,0.97,,,0.476,0.524,0,0.026,0.251,0,0.205,0.003,0.306,0.031,0.21,0.169,0.049,0.171,0,0,0.496,0.214,N<5,N<5,0,0,0.679,0.2,0.096,0.164,0.296,0.002,0,0.357,0.237,0.065,0.23,0.006,0.002,0.383,2,0.75,0.94,0.829,0.97,0.99,N/A,N/A,1,0,0
,,,02M896,Lower Manhattan Community Middle School,Middle,330,0.43,0.7,Excellent,Excellent,Excellent,0.77,0.9,0.76,0.91,0.73,0.89,0.95,0.93,0.98,3.35,3.05,0.518,0.482,0,0.127,0.276,0.015,0.23,0.024,0.515,0.158,0.439,0.245,0.088,0.27,0,0,0.333,0.2,N<5,0.2,N<5,N<5,0.533,1.9,0.282,0.125,0.246,0.004,0.002,0.28,0.214,0.094,0.255,0.005,0.003,0.361,4.8,0.867,0.921,0.742,0.969,0.94,N/A,N/A,0.98,N/A,N/A
,,,02M933,City Knoll Middle School,Middle,171,,,,,,0.58,0.88,0.55,0.72,0.6,0.63,,,,2.18,1.83,0.544,0.456,0,0.444,0.269,0.012,0.158,0.088,0.926,0.602,0.842,0.029,0.193,0.696,0.006,0,0.041,N<5,N<5,0.294,N<5,N<5,0.529,0.5,0.101,0.164,0.513,0.001,0.003,0.188,0.214,0.094,0.255,0.005,0.003,0.361,,0.706,0.795,0.319,0.954,0.78,N/A,N/A,0.84,0,0.16
,,,03M009,P.S. 009 Sarah Anderson,Elementary,482,0.73,0.83,Excellent,Excellent,Excellent,0.91,1,0.94,0.95,0.92,0.94,0.97,0.96,0.98,,,0.51,0.49,0,0.058,0.199,0.004,0.16,0.002,0.184,0.044,0.12,0.079,0.025,0.172,0.004,0.002,0.61,N<5,N<5,0.158,0,0,0.684,0.2,0.096,0.028,0.204,0.006,0,0.557,0.075,0.154,0.352,0.005,0.001,0.35,2,0.842,0.946,0.871,0.964,0.99,N/A,N/A,0.99,N/A,N/A
,,,03M054,J.H.S. 054 Booker T. Washington,Middle,708,0.55,0.92,Excellent,Excellent,Excellent,0.82,0.87,0.79,0.92,0.72,0.87,0.95,0.93,0.96,3.7,3.72,0.516,0.48,0.004,0.02,0.158,0,0.095,0.038,0.296,0.056,0.232,0.113,0.086,0.239,0.001,0.003,0.438,N<5,N<5,0.109,0,0,0.836,1,0.049,0.347,0.384,0.006,0.004,0.167,0.05,0.232,0.369,0.005,0.003,0.281,19.5,0.782,0.945,0.857,0.972,0.99,N/A,N/A,0.96,0,0.04
,,,03M075,P.S. 075 Emily Dickinson,Elementary,477,0.53,0.47,Good,Fair,Good,0.73,0.75,0.76,0.67,0.73,0.63,0.92,0.93,0.94,,,0.486,0.512,0.002,0.241,0.428,0,0.342,0.057,0.67,0.258,0.618,0.034,0.136,0.564,0.004,0.002,0.229,N<5,0.104,0.351,0,0,0.455,1,0.073,0.12,0.314,0.005,0.001,0.41,0.075,0.154,0.352,0.005,0.001,0.35,5.8,0.909,0.882,0.528,0.96,0.99,N/A,N/A,0.98,0,0.02
,,,03M076,P.S. 076 A. Philip Randolph,K-8,242,0.51,0.25,Fair,Good,Good,0.83,1,0.85,0.79,0.84,0.77,0.95,0.89,0.94,,,0.467,0.533,0,0.198,0.264,0.095,0.05,0.099,0.947,0.351,0.901,0.004,0.579,0.326,0.008,0,0.074,N<5,0.577,N<5,N<5,0,0.231,0.5,0.037,0.473,0.332,0.007,0.003,0.111,0.076,0.24,0.351,0.006,0.002,0.269,21.2,0.923,0.877,0.471,0.949,0.91,N/A,N/A,0.95,N/A,N/A
,,,03M084,P.S. 084 Lillian Weber,Elementary,554,0.6,0.65,Good,Excellent,Good,0.9,0.73,0.95,0.9,0.95,0.94,0.95,0.94,0.92,,,0.554,0.446,0,0.146,0.211,0.016,0.078,0.065,0.458,0.166,0.336,0.018,0.101,0.366,0.002,0,0.46,0.113,N<5,0.302,0,0,0.472,0.7,0.073,0.128,0.314,0.005,0.001,0.401,0.075,0.154,0.352,0.005,0.001,0.35,9,0.774,0.926,0.757,0.977,0.97,N/A,N/A,0.98,N/A,N/A
,,,03M087,P.S. 087 William Sherman,Elementary,712,0.69,0.8,Excellent,Good,Excellent,0.9,,0.92,0.88,0.88,0.77,0.97,0.96,0.97,,,0.501,0.499,0,0.08,0.176,0.008,0.139,0.007,0.176,0.056,0.136,0.088,0.028,0.198,0.004,0,0.573,N<5,N<5,0.115,0,0,0.75,0.3,0.097,0.009,0.149,0.006,0,0.61,0.075,0.154,0.352,0.005,0.001,0.35,15.1,0.942,0.925,0.793,0.999,0.94,N/A,N/A,0.98,N/A,N/A
,,,03M145,"P.S. 145, The Bloomingdale School",Elementary,432,0.39,0.33,Fair,Fair,Good,0.75,0.86,0.65,0.82,0.83,0.84,0.93,0.91,0.9,,,0.47,0.528,0.002,0.324,0.255,0.03,0.123,0.074,0.817,0.361,0.757,0.021,0.201,0.505,0.005,0.002,0.241,N<5,0,0.293,0,0,0.585,0.8,0.056,0.247,0.348,0.007,0.002,0.286,0.075,0.154,0.352,0.005,0.001,0.35,10.9,0.659,0.835,0.348,0.982,0.84,0,0.16,0.95,0,0.05
,,,03M149,P.S. 149 Sojourner Truth,K-8,245,0.42,0.28,Fair,Good,Good,0.81,0.85,0.78,0.85,0.77,0.8,0.94,0.88,0.94,,,0.49,0.51,0,0.143,0.335,0.004,0.216,0.094,0.927,0.282,0.873,0.033,0.494,0.433,0.004,0,0.033,N<5,0.515,0.182,N<5,N<5,0.242,0.2,0.057,0.474,0.326,0.006,0.006,0.091,0.076,0.24,0.351,0.006,0.002,0.269,1,0.606,0.865,0.436,0.953,0.97,N/A,N/A,0.98,N/A,N/A
,,,03M163,P.S. 163 Alfred E. Smith,Elementary,488,0.51,0.55,Fair,Fair,Good,0.78,0.86,0.72,0.73,0.78,0.72,0.94,0.92,0.92,,,0.51,0.488,0.002,0.314,0.195,0.012,0.121,0.014,0.713,0.299,0.602,0.059,0.119,0.658,0.004,0,0.129,N<5,N<5,0.273,0,0,0.614,0.9,0.066,0.155,0.337,0.006,0.001,0.368,0.075,0.154,0.352,0.005,0.001,0.35,12.1,0.818,0.842,0.474,0.971,0.88,0.12,0,0.98,N/A,N/A
,,,03M165,P.S. 165 Robert E. Simon,Elementary,401,0.49,0.51,Good,Good,Excellent,0.86,0.42,0.86,0.88,0.92,0.94,0.97,0.96,0.96,,,0.489,0.511,0,0.14,0.214,0.002,0.117,0.057,0.623,0.207,0.529,0.08,0.135,0.499,0.002,0,0.249,N<5,N<5,0.314,N<5,N<5,0.571,0.4,0.049,0.201,0.425,0.005,0.003,0.27,0.075,0.154,0.352,0.005,0.001,0.35,0,0.829,0.892,0.592,0.963,0.99,N/A,N/A,0.97,N/A,N/A
,,,03M166,P.S. 166 The Richard Rodgers School of The Arts and Technology,Elementary,602,0.77,0.9,Excellent,Good,Good,0.8,0.92,0.85,0.54,0.87,0.71,0.95,0.95,0.8,,,0.507,0.493,0,0.048,0.118,0.005,0.075,0.002,0.237,0.056,0.158,0.125,0.037,0.158,0.003,0,0.538,N<5,0,N<5,0,0,0.763,0.3,0.08,0.101,0.292,0.005,0.001,0.44,0.075,0.154,0.352,0.005,0.001,0.35,12,0.658,0.942,0.854,0.963,0.98,N/A,N/A,0.96,N/A,N/A
,,,03M180,P.S. 180 Hugo Newman,K-8,338,0.44,0.38,Fair,Good,Excellent,0.81,0.97,0.66,0.89,0.76,0.89,0.96,0.97,0.95,,,0.512,0.488,0,0.21,0.278,0.033,0.169,0.059,0.843,0.302,0.754,0.015,0.444,0.432,0,0,0.095,0,0.211,0.211,0,0,0.579,0.4,0.039,0.418,0.348,0.007,0.003,0.146,0.076,0.24,0.351,0.006,0.002,0.269,1.1,0.921,0.855,0.468,0.951,0.99,N/A,N/A,0.95,0,0.05
,,,03M185,The Locke School of Arts and Engineering,Elementary,200,0.43,0.4,Fair,Fair,Good,0.78,,0.7,0.74,0.82,0.84,0.96,0.87,0.92,,,0.455,0.545,0,0.095,0.3,0.005,0.185,0.09,0.793,0.155,0.74,0.01,0.315,0.445,0.005,0,0.145,N<5,N<5,0.281,0,0,0.469,0.3,0.032,0.441,0.414,0.012,0.004,0.069,0.075,0.154,0.352,0.005,0.001,0.35,0.6,0.813,0.87,0.486,0.975,0.84,0.16,0,0.95,0,0.05
,,,03M191,The Riverside School for Makers and Artists,K-8,514,0.27,0.13,Needs Improvement,Needs Improvement,Good,0.65,0.82,0.45,0.65,0.6,0.64,0.92,0.95,0.85,,,0.481,0.519,0,0.374,0.202,0,0.136,0.054,0.876,0.451,0.774,0.039,0.216,0.638,0.012,0.002,0.068,0.111,0.2,0.289,0,0,0.333,0.3,0.15,0.232,0.364,0.01,0.003,0.196,0.076,0.24,0.351,0.006,0.002,0.269,5,0.667,0.803,0.295,0.952,0.94,0.06,0,0.99,N/A,N/A
,,,03M199,P.S. 199 Jessie Isador Straus,Elementary,595,0.63,0.76,Excellent,Good,Excellent,0.9,,0.82,0.8,0.85,0.89,0.96,0.97,0.94,,,0.518,0.482,0,0.114,0.188,0.005,0.145,0.015,0.254,0.101,0.202,0.2,0.042,0.183,0.003,0,0.504,N<5,N<5,N<5,0,0,0.818,0.2,0.25,0.015,0.062,0.01,0,0.577,0.075,0.154,0.352,0.005,0.001,0.35,10,0.977,0.922,0.745,0.96,0.92,N/A,N/A,1,N/A,N/A
